Id;Facility Name;VAMC System Health Services;Facility description of services;Owner
vha_635GH-Mental health care;'Clinton VA Clinic';'Mental health care at VA Oklahoma City health care';'<h3>Location and contact information</h3><p class="va-address-block"><br />315 West Gary Boulevard<br /><strong><Clinton, OK 73601-2835>Phone:</strong> <a href="tel:+14054561000" aria-label="4 0 5. 4 5 6. 1 0 0 0.">405-456-1000</a><br /><strong>Hours:</strong> <br />Monday - 8:00 a.m. to 4:30 p.m. CT<br />Tuesday -  8:00 a.m. to 4:30 p.m. CT<br />Wednesday - 8:00 a.m. to 4:30 p.m. CT<br />Thursday -  8:00 a.m. to 4:30 p.m. CT<br />Friday -  8:00 a.m. to 4:30 p.m. CT<br />Saturday - Closed <br />Sunday - Closed <br /><h3>Appointments</h3><p>Contact us to schedule, reschedule, or cancel your appointment.  If a referral is required, you will need to contact your primary care provider first.</p><p><strong>Referral needed? </strong> N<br /><strong>Walk-ins accepted?</strong> Y<br /><strong>Phone: </strong><a href="tel:+14054561000" aria-label="4 0 5. 4 5 6. 1 0 0 0.">405-456-1000</a><br /></p>';'VA Oklahoma City health care'
vha_635GH-Primary care;'Clinton VA Clinic';'Primary care at VA Oklahoma City health care';'<h3>Location and contact information</h3><p class="va-address-block"><br />315 West Gary Boulevard<br /><strong><Clinton, OK 73601-2835>Phone:</strong> <a href="tel:+14054561000" aria-label="4 0 5. 4 5 6. 1 0 0 0.">405-456-1000</a><br /><strong>Hours:</strong> <br />Monday - 8:00 a.m. to 4:30 p.m. CT<br />Tuesday -  8:00 a.m. to 4:30 p.m. CT<br />Wednesday - 8:00 a.m. to 4:30 p.m. CT<br />Thursday -  8:00 a.m. to 4:30 p.m. CT<br />Friday -  8:00 a.m. to 4:30 p.m. CT<br />Saturday - Closed <br />Sunday - Closed <br /><h3>Appointments</h3><p>Contact us to schedule, reschedule, or cancel your appointment.  If a referral is required, you will need to contact your primary care provider first.</p><p><strong>Referral needed? </strong> N<br /><strong>Walk-ins accepted?</strong> Y<br /><strong>Phone: </strong><a href="tel:+14054561000" aria-label="4 0 5. 4 5 6. 1 0 0 0.">405-456-1000</a><br /></p>';'VA Oklahoma City health care'
vha_635GH-Telehealth;'Clinton VA Clinic';'Telehealth at VA Oklahoma City health care';'<h3>Location and contact information</h3><p class="va-address-block"><br />315 West Gary Boulevard<br /><strong><Clinton, OK 73601-2835>Phone:</strong> <a href="tel:+14054561000" aria-label="4 0 5. 4 5 6. 1 0 0 0.">405-456-1000</a><br /><strong>Hours:</strong> <br />Monday - 8:00 a.m. to 4:30 p.m. CT<br />Tuesday -  8:00 a.m. to 4:30 p.m. CT<br />Wednesday - 8:00 a.m. to 4:30 p.m. CT<br />Thursday -  8:00 a.m. to 4:30 p.m. CT<br />Friday -  8:00 a.m. to 4:30 p.m. CT<br />Saturday - Closed <br />Sunday - Closed <br /><h3>Appointments</h3><p>Contact us to schedule, reschedule, or cancel your appointment.  If a referral is required, you will need to contact your primary care provider first.</p><p><strong>Referral needed? </strong> N<br /><strong>Walk-ins accepted?</strong> Y<br /><strong>Phone: </strong><a href="tel:+14054561000" aria-label="4 0 5. 4 5 6. 1 0 0 0.">405-456-1000</a><br /></p>';'VA Oklahoma City health care'
vha_635GG-Mental health care;'Enid VA Clinic';'Mental health care at VA Oklahoma City health care';'<h3>Location and contact information</h3><p class="va-address-block"><br />401 South 3rd Street<br /><strong><Enid, OK 73701-5737>Phone:</strong> <a href="tel:+15809771855" aria-label="5 8 0. 9 7 7. 1 8 5 5.">580-977-1855</a><br /><strong>Hours:</strong> <br />Monday - 8:00 a.m. to 4:30 p.m. CT<br />Tuesday -  8:00 a.m. to 4:30 p.m. CT<br />Wednesday - 8:00 a.m. to 4:30 p.m. CT<br />Thursday -  8:00 a.m. to 4:30 p.m. CT<br />Friday -  8:00 a.m. to 4:30 p.m. CT<br />Saturday - Closed <br />Sunday - Closed <br /><h3>Appointments</h3><p>Contact us to schedule, reschedule, or cancel your appointment.  If a referral is required, you will need to contact your primary care provider first.</p><p><strong>Referral needed? </strong> N<br /><strong>Walk-ins accepted?</strong> Y<br /><strong>Phone: </strong><a href="tel:+15809771855" aria-label="5 8 0. 9 7 7. 1 8 5 5.">580-977-1855</a><br /></p>';'VA Oklahoma City health care'
vha_635GG-Primary care;'Enid VA Clinic';'Primary care at VA Oklahoma City health care';'<h3>Location and contact information</h3><p class="va-address-block"><br />401 South 3rd Street<br /><strong><Enid, OK 73701-5737>Phone:</strong> <a href="tel:+15809771855" aria-label="5 8 0. 9 7 7. 1 8 5 5.">580-977-1855</a><br /><strong>Hours:</strong> <br />Monday - 8:00 a.m. to 4:30 p.m. CT<br />Tuesday -  8:00 a.m. to 4:30 p.m. CT<br />Wednesday - 8:00 a.m. to 4:30 p.m. CT<br />Thursday -  8:00 a.m. to 4:30 p.m. CT<br />Friday -  8:00 a.m. to 4:30 p.m. CT<br />Saturday - Closed <br />Sunday - Closed <br /><h3>Appointments</h3><p>Contact us to schedule, reschedule, or cancel your appointment.  If a referral is required, you will need to contact your primary care provider first.</p><p><strong>Referral needed? </strong> N<br /><strong>Walk-ins accepted?</strong> Y<br /><strong>Phone: </strong><a href="tel:+15809771855" aria-label="5 8 0. 9 7 7. 1 8 5 5.">580-977-1855</a><br /></p>';'VA Oklahoma City health care'
vha_635GG-Telehealth;'Enid VA Clinic';'Telehealth at VA Oklahoma City health care';'<h3>Location and contact information</h3><p class="va-address-block"><br />401 South 3rd Street<br /><strong><Enid, OK 73701-5737>Phone:</strong> <a href="tel:+15809771855" aria-label="5 8 0. 9 7 7. 1 8 5 5.">580-977-1855</a><br /><strong>Hours:</strong> <br />Monday - 8:00 a.m. to 4:30 p.m. CT<br />Tuesday -  8:00 a.m. to 4:30 p.m. CT<br />Wednesday - 8:00 a.m. to 4:30 p.m. CT<br />Thursday -  8:00 a.m. to 4:30 p.m. CT<br />Friday -  8:00 a.m. to 4:30 p.m. CT<br />Saturday - Closed <br />Sunday - Closed <br /><h3>Appointments</h3><p>Contact us to schedule, reschedule, or cancel your appointment.  If a referral is required, you will need to contact your primary care provider first.</p><p><strong>Referral needed? </strong> N<br /><strong>Walk-ins accepted?</strong> Y<br /><strong>Phone: </strong><a href="tel:+15809771855" aria-label="5 8 0. 9 7 7. 1 8 5 5.">580-977-1855</a><br /></p>';'VA Oklahoma City health care'
vha_635QC-Homeless Veteran care;'Fourteenth Street VA Clinic';'Homeless Veteran care at VA Oklahoma City health care';'<h3>Location and contact information</h3><p class="va-address-block"><br />1301 Northeast Fourteenth Street<br /><strong><Oklahoma City, OK 73117-2018>Phone:</strong> <a href="tel:+14054561000" aria-label="4 0 5. 4 5 6. 1 0 0 0.">405-456-1000</a><br /><strong>Hours:</strong> <br />Monday - 8:00 a.m. to 4:30 p.m. CT<br />Tuesday -  8:00 a.m. to 4:30 p.m. CT<br />Wednesday - 8:00 a.m. to 4:30 p.m. CT<br />Thursday -  8:00 a.m. to 4:30 p.m. CT<br />Friday -  8:00 a.m. to 4:30 p.m. CT<br />Saturday - Closed <br />Sunday - Closed <br /><h3>Appointments</h3><p>Contact us to schedule, reschedule, or cancel your appointment.  If a referral is required, you will need to contact your primary care provider first.</p><p><strong>Referral needed? </strong> N<br /><strong>Walk-ins accepted?</strong> Y<br /><strong>Phone: </strong><a href="tel:+14054561000" aria-label="4 0 5. 4 5 6. 1 0 0 0.">405-456-1000</a><br /></p>';'VA Oklahoma City health care'
vha_635QC-Mental health care;'Fourteenth Street VA Clinic';'Mental health care at VA Oklahoma City health care';'<h3>Location and contact information</h3><p class="va-address-block"><br />1301 Northeast Fourteenth Street<br /><strong><Oklahoma City, OK 73117-2018>Phone:</strong> <a href="tel:+14054561000" aria-label="4 0 5. 4 5 6. 1 0 0 0.">405-456-1000</a><br /><strong>Hours:</strong> <br />Monday - 8:00 a.m. to 4:30 p.m. CT<br />Tuesday -  8:00 a.m. to 4:30 p.m. CT<br />Wednesday - 8:00 a.m. to 4:30 p.m. CT<br />Thursday -  8:00 a.m. to 4:30 p.m. CT<br />Friday -  8:00 a.m. to 4:30 p.m. CT<br />Saturday - Closed <br />Sunday - Closed <br /><h3>Appointments</h3><p>Contact us to schedule, reschedule, or cancel your appointment.  If a referral is required, you will need to contact your primary care provider first.</p><p><strong>Referral needed? </strong> N<br /><strong>Walk-ins accepted?</strong> Y<br /><strong>Phone: </strong><a href="tel:+14054561000" aria-label="4 0 5. 4 5 6. 1 0 0 0.">405-456-1000</a><br /></p>';'VA Oklahoma City health care'
vha_635GA-Allergy, asthma and immunology;'Lawton VA Clinic';'Allergy, asthma and immunology at VA Oklahoma City health care';'<h3>Location and contact information</h3><p class="va-address-block"><strong>Building 4303</strong><br />4303 Pitman Street<br /><strong><Fort Sill, OK 73503-4473>Phone:</strong> <a href="tel:+15805855600" aria-label="5 8 0. 5 8 5. 5 6 0 0.">580-585-5600</a><br /><strong>Hours:</strong> <br />Monday - 8:00 a.m. to 4:30 p.m. CT<br />Tuesday -  8:00 a.m. to 4:30 p.m. CT<br />Wednesday - 8:00 a.m. to 4:30 p.m. CT<br />Thursday -  8:00 a.m. to 4:30 p.m. CT<br />Friday -  8:00 a.m. to 4:30 p.m. CT<br />Saturday - Closed <br />Sunday - Closed <br /><h3>Appointments</h3><p>Contact us to schedule, reschedule, or cancel your appointment.  If a referral is required, you will need to contact your primary care provider first.</p><p><strong>Referral needed? </strong> Y<br /><strong>Walk-ins accepted?</strong> N<br /><strong>Phone: </strong><a href="tel:+15805855600" aria-label="5 8 0. 5 8 5. 5 6 0 0.">580-585-5600</a><br /></p>';'VA Oklahoma City health care'
vha_635GA-Audiology and speech;'Lawton VA Clinic';'Audiology and speech at VA Oklahoma City health care';'<h3>Location and contact information</h3><p class="va-address-block"><strong>Building 4303</strong><br />4303 Pitman Street<br /><strong><Fort Sill, OK 73503-4473>Phone:</strong> <a href="tel:+15805855600" aria-label="5 8 0. 5 8 5. 5 6 0 0.">580-585-5600</a><br /><strong>Hours:</strong> <br />Monday - 8:00 a.m. to 4:30 p.m. CT<br />Tuesday -  8:00 a.m. to 4:30 p.m. CT<br />Wednesday - 8:00 a.m. to 4:30 p.m. CT<br />Thursday -  8:00 a.m. to 4:30 p.m. CT<br />Friday -  8:00 a.m. to 4:30 p.m. CT<br />Saturday - Closed <br />Sunday - Closed <br /><h3>Appointments</h3><p>Contact us to schedule, reschedule, or cancel your appointment.  If a referral is required, you will need to contact your primary care provider first.</p><p><strong>Referral needed? </strong> Y<br /><strong>Walk-ins accepted?</strong> N<br /><strong>Phone: </strong><a href="tel:+15805855600" aria-label="5 8 0. 5 8 5. 5 6 0 0.">580-585-5600</a><br /></p>';'VA Oklahoma City health care'
vha_635GA-Dental/oral surgery;'Lawton VA Clinic';'Dental/oral surgery at VA Oklahoma City health care';'<h3>Location and contact information</h3><p class="va-address-block"><strong>Building 4303</strong><br />4303 Pitman Street<br /><strong><Fort Sill, OK 73503-4473>Phone:</strong> <a href="tel:+15805855600" aria-label="5 8 0. 5 8 5. 5 6 0 0.">580-585-5600</a><br /><strong>Hours:</strong> <br />Monday - 8:00 a.m. to 4:30 p.m. CT<br />Tuesday -  8:00 a.m. to 4:30 p.m. CT<br />Wednesday - 8:00 a.m. to 4:30 p.m. CT<br />Thursday -  8:00 a.m. to 4:30 p.m. CT<br />Friday -  8:00 a.m. to 4:30 p.m. CT<br />Saturday - Closed <br />Sunday - Closed <br /><h3>Appointments</h3><p>Contact us to schedule, reschedule, or cancel your appointment.  If a referral is required, you will need to contact your primary care provider first.</p><p><strong>Referral needed? </strong> Y<br /><strong>Walk-ins accepted?</strong> N<br /><strong>Phone: </strong><a href="tel:+15805855600" aria-label="5 8 0. 5 8 5. 5 6 0 0.">580-585-5600</a><br /></p>';'VA Oklahoma City health care'
vha_635GA-Laboratory and pathology;'Lawton VA Clinic';'Laboratory and pathology at VA Oklahoma City health care';'<h3>Location and contact information</h3><p class="va-address-block"><strong>Building 4303</strong><br />4303 Pitman Street<br /><strong><Fort Sill, OK 73503-4473>Phone:</strong> <a href="tel:+15805855600" aria-label="5 8 0. 5 8 5. 5 6 0 0.">580-585-5600</a><br /><strong>Hours:</strong> <br />Monday - 8:00 a.m. to 4:30 p.m. CT<br />Tuesday -  8:00 a.m. to 4:30 p.m. CT<br />Wednesday - 8:00 a.m. to 4:30 p.m. CT<br />Thursday -  8:00 a.m. to 4:30 p.m. CT<br />Friday -  8:00 a.m. to 4:30 p.m. CT<br />Saturday - Closed <br />Sunday - Closed <br /><h3>Appointments</h3><p>Contact us to schedule, reschedule, or cancel your appointment.  If a referral is required, you will need to contact your primary care provider first.</p><p><strong>Referral needed? </strong> Y<br /><strong>Walk-ins accepted?</strong> N<br /><strong>Phone: </strong><a href="tel:+15805855600" aria-label="5 8 0. 5 8 5. 5 6 0 0.">580-585-5600</a><br /></p>';'VA Oklahoma City health care'
vha_635GA-Mental health care;'Lawton VA Clinic';'Mental health care at VA Oklahoma City health care';'<h3>Location and contact information</h3><p class="va-address-block"><strong>Building 4303</strong><br />4303 Pitman Street<br /><strong><Fort Sill, OK 73503-4473>Phone:</strong> <a href="tel:+15805855600" aria-label="5 8 0. 5 8 5. 5 6 0 0.">580-585-5600</a><br /><strong>Hours:</strong> <br />Monday - 8:00 a.m. to 4:30 p.m. CT<br />Tuesday -  8:00 a.m. to 4:30 p.m. CT<br />Wednesday - 8:00 a.m. to 4:30 p.m. CT<br />Thursday -  8:00 a.m. to 4:30 p.m. CT<br />Friday -  8:00 a.m. to 4:30 p.m. CT<br />Saturday - Closed <br />Sunday - Closed <br /><h3>Appointments</h3><p>Contact us to schedule, reschedule, or cancel your appointment.  If a referral is required, you will need to contact your primary care provider first.</p><p><strong>Referral needed? </strong> N<br /><strong>Walk-ins accepted?</strong> Y<br /><strong>Phone: </strong><a href="tel:+15805855600" aria-label="5 8 0. 5 8 5. 5 6 0 0.">580-585-5600</a><br /></p>';'VA Oklahoma City health care'
vha_635GA-Nutrition, food, and dietary;'Lawton VA Clinic';'Nutrition, food, and dietary at VA Oklahoma City health care';'<h3>Location and contact information</h3><p class="va-address-block"><strong>Building 4303</strong><br />4303 Pitman Street<br /><strong><Fort Sill, OK 73503-4473>Phone:</strong> <a href="tel:+15805855600" aria-label="5 8 0. 5 8 5. 5 6 0 0.">580-585-5600</a><br /><strong>Hours:</strong> <br />Monday - 8:00 a.m. to 4:30 p.m. CT<br />Tuesday -  8:00 a.m. to 4:30 p.m. CT<br />Wednesday - 8:00 a.m. to 4:30 p.m. CT<br />Thursday -  8:00 a.m. to 4:30 p.m. CT<br />Friday -  8:00 a.m. to 4:30 p.m. CT<br />Saturday - Closed <br />Sunday - Closed <br /><h3>Appointments</h3><p>Contact us to schedule, reschedule, or cancel your appointment.  If a referral is required, you will need to contact your primary care provider first.</p><p><strong>Referral needed? </strong> Y<br /><strong>Walk-ins accepted?</strong> N<br /><strong>Phone: </strong><a href="tel:+15805855600" aria-label="5 8 0. 5 8 5. 5 6 0 0.">580-585-5600</a><br /></p>';'VA Oklahoma City health care'
vha_635GA-Optometry;'Lawton VA Clinic';'Optometry at VA Oklahoma City health care';'<h3>Location and contact information</h3><p class="va-address-block"><strong>Building 4303</strong><br />4303 Pitman Street<br /><strong><Fort Sill, OK 73503-4473>Phone:</strong> <a href="tel:+15805855600" aria-label="5 8 0. 5 8 5. 5 6 0 0.">580-585-5600</a><br /><strong>Hours:</strong> <br />Monday - 8:00 a.m. to 4:30 p.m. CT<br />Tuesday -  8:00 a.m. to 4:30 p.m. CT<br />Wednesday - 8:00 a.m. to 4:30 p.m. CT<br />Thursday -  8:00 a.m. to 4:30 p.m. CT<br />Friday -  8:00 a.m. to 4:30 p.m. CT<br />Saturday - Closed <br />Sunday - Closed <br /><h3>Appointments</h3><p>Contact us to schedule, reschedule, or cancel your appointment.  If a referral is required, you will need to contact your primary care provider first.</p><p><strong>Referral needed? </strong> Y<br /><strong>Walk-ins accepted?</strong> N<br /><strong>Phone: </strong><a href="tel:+15805855600" aria-label="5 8 0. 5 8 5. 5 6 0 0.">580-585-5600</a><br /></p>';'VA Oklahoma City health care'
vha_635GA-Pharmacy;'Lawton VA Clinic';'Pharmacy at VA Oklahoma City health care';'<h3>Location and contact information</h3><p class="va-address-block"><strong>Building 4303</strong><br />4303 Pitman Street<br /><strong><Fort Sill, OK 73503-4473>Phone:</strong> <a href="tel:+15805855600" aria-label="5 8 0. 5 8 5. 5 6 0 0.">580-585-5600</a><br /><strong>Hours:</strong> <br />Monday - 8:00 a.m. to 4:30 p.m. CT<br />Tuesday -  8:00 a.m. to 4:30 p.m. CT<br />Wednesday - 8:00 a.m. to 4:30 p.m. CT<br />Thursday -  8:00 a.m. to 4:30 p.m. CT<br />Friday -  8:00 a.m. to 4:30 p.m. CT<br />Saturday - Closed <br />Sunday - Closed <br /><h3>Appointments</h3><p>Contact us to schedule, reschedule, or cancel your appointment.  If a referral is required, you will need to contact your primary care provider first.</p><p><strong>Referral needed? </strong> N<br /><strong>Walk-ins accepted?</strong> Y<br /><strong>Phone: </strong><a href="tel:+15805855600" aria-label="5 8 0. 5 8 5. 5 6 0 0.">580-585-5600</a><br /></p>';'VA Oklahoma City health care'
vha_635GA-Physical therapy, occupational therapy and kinesiotherapy;'Lawton VA Clinic';'Physical therapy, occupational therapy and kinesiotherapy at VA Oklahoma City health care';'<h3>Location and contact information</h3><p class="va-address-block"><strong>Building 4303</strong><br />4303 Pitman Street<br /><strong><Fort Sill, OK 73503-4473>Phone:</strong> <a href="tel:+15805855600" aria-label="5 8 0. 5 8 5. 5 6 0 0.">580-585-5600</a><br /><strong>Hours:</strong> <br />Monday - 8:00 a.m. to 4:30 p.m. CT<br />Tuesday -  8:00 a.m. to 4:30 p.m. CT<br />Wednesday - 8:00 a.m. to 4:30 p.m. CT<br />Thursday -  8:00 a.m. to 4:30 p.m. CT<br />Friday -  8:00 a.m. to 4:30 p.m. CT<br />Saturday - Closed <br />Sunday - Closed <br /><h3>Appointments</h3><p>Contact us to schedule, reschedule, or cancel your appointment.  If a referral is required, you will need to contact your primary care provider first.</p><p><strong>Referral needed? </strong> Y<br /><strong>Walk-ins accepted?</strong> N<br /><strong>Phone: </strong><a href="tel:+15805855600" aria-label="5 8 0. 5 8 5. 5 6 0 0.">580-585-5600</a><br /></p>';'VA Oklahoma City health care'
vha_635GA-Primary care;'Lawton VA Clinic';'Primary care at VA Oklahoma City health care';'<h3>Location and contact information</h3><p class="va-address-block"><strong>Building 4303</strong><br />4303 Pitman Street<br /><strong><Fort Sill, OK 73503-4473>Phone:</strong> <a href="tel:+15805855600" aria-label="5 8 0. 5 8 5. 5 6 0 0.">580-585-5600</a><br /><strong>Hours:</strong> <br />Monday - 8:00 a.m. to 4:30 p.m. CT<br />Tuesday -  8:00 a.m. to 4:30 p.m. CT<br />Wednesday - 8:00 a.m. to 4:30 p.m. CT<br />Thursday -  8:00 a.m. to 4:30 p.m. CT<br />Friday -  8:00 a.m. to 4:30 p.m. CT<br />Saturday - Closed <br />Sunday - Closed <br /><h3>Appointments</h3><p>Contact us to schedule, reschedule, or cancel your appointment.  If a referral is required, you will need to contact your primary care provider first.</p><p><strong>Referral needed? </strong> N<br /><strong>Walk-ins accepted?</strong> Y<br /><strong>Phone: </strong><a href="tel:+15805855600" aria-label="5 8 0. 5 8 5. 5 6 0 0.">580-585-5600</a><br /></p>';'VA Oklahoma City health care'
