Id ;Facility Name;VAMC System Health Service;Facility description of services;Owner
vha_573 - Homeless Veteran care;'Malcom Randall Department of Veterans Affairs Medical Center';'Homeless Veteran care at VA North Florida health care';'';'VA North Florida health care'
vha_573 - LGBT Veteran care;'Malcom Randall Department of Veterans Affairs Medical Center';'LGBT Veteran care at VA North Florida health care';'';'VA North Florida health care'
vha_573 - Mental health care;'Malcom Randall Department of Veterans Affairs Medical Center';'Mental health care at VA North Florida health care';'';'VA North Florida health care'
vha_573 - Minority Veteran care;'Malcom Randall Department of Veterans Affairs Medical Center';'Minority Veteran care at VA North Florida health care';'';'VA North Florida health care'
vha_573 - MOVE! weight management;'Malcom Randall Department of Veterans Affairs Medical Center';'MOVE! weight management at VA North Florida health care';'';'VA North Florida health care'
vha_573 - Advice nurse;'Malcom Randall Department of Veterans Affairs Medical Center';'Advice nurse at VA North Florida health care';'';'VA North Florida health care'
vha_573 - Nutrition, food, and dietary care;'Malcom Randall Department of Veterans Affairs Medical Center';'Nutrition, food, and dietary care at VA North Florida health care';'';'VA North Florida health care'
vha_573 - Patient advocates;'Malcom Randall Department of Veterans Affairs Medical Center';'Patient advocates at VA North Florida health care';'';'VA North Florida health care'
vha_573 - Pharmacy;'Malcom Randall Department of Veterans Affairs Medical Center';'Pharmacy at VA North Florida health care';'';'VA North Florida health care'
vha_573 - Primary care;'Malcom Randall Department of Veterans Affairs Medical Center';'Primary care at VA North Florida health care';'';'VA North Florida health care'
vha_573 - Rehabilitation and prosthetics;'Malcom Randall Department of Veterans Affairs Medical Center';'Rehabilitation and prosthetics at VA North Florida health care';'';'VA North Florida health care'
vha_573 - Psychology;'Malcom Randall Department of Veterans Affairs Medical Center';'Psychology at VA North Florida health care';'';'VA North Florida health care'
vha_573 - Returning service member care;'Malcom Randall Department of Veterans Affairs Medical Center';'Returning service member care at VA North Florida health care';'';'VA North Florida health care'
vha_573 - Sleep medicine;'Malcom Randall Department of Veterans Affairs Medical Center';'Sleep medicine at VA North Florida health care';'';'VA North Florida health care'
vha_573 - Social work;'Malcom Randall Department of Veterans Affairs Medical Center';'Social work at VA North Florida health care';'';'VA North Florida health care'
vha_573 - Suicide prevention;'Malcom Randall Department of Veterans Affairs Medical Center';'Suicide prevention at VA North Florida health care';'';'VA North Florida health care'
vha_573 - Surgery;'Malcom Randall Department of Veterans Affairs Medical Center';'Surgery at VA North Florida health care';'';'VA North Florida health care'
vha_573 - Women Veteran care;'Malcom Randall Department of Veterans Affairs Medical Center';'Women Veteran care at VA North Florida health care';'';'VA North Florida health care'
vha_573A4 - Gastroenterology;'Lake City VA Medical Center';'Gastroenterology at VA North Florida health care';'';'VA North Florida health care'
vha_573A4 - Palliative and hospice care;'Lake City VA Medical Center';'Palliative and hospice care at VA North Florida health care';'';'VA North Florida health care'
vha_573A4 - Extended care and rehabilitation;'Lake City VA Medical Center';'Extended care and rehabilitation at VA North Florida health care';'';'VA North Florida health care'
vha_573A4 - Patient advocates;'Lake City VA Medical Center';'Patient advocates at VA North Florida health care';'';'VA North Florida health care'
vha_573A4 - Primary care;'Lake City VA Medical Center';'Primary care at VA North Florida health care';'';'VA North Florida health care'
vha_573A4 - Social work;'Lake City VA Medical Center';'Social work at VA North Florida health care';'';'VA North Florida health care'
vha_573A4 - Spinal cord injury and disorders;'Lake City VA Medical Center';'Spinal cord injury and disorders at VA North Florida health care';'';'VA North Florida health care'
vha_573A4 - Blind and low vision rehabilitation;'Lake City VA Medical Center';'Blind and low vision rehabilitation at VA North Florida health care';'';'VA North Florida health care'
vha_573A4 - Whole health;'Lake City VA Medical Center';'Whole health at VA North Florida health care';'';'VA North Florida health care'
vha_573BY - Primary care;'Jacksonville 1 VA Clinic';'Primary care at VA North Florida health care';'';'VA North Florida health care'
vha_573BY - Dental/oral surgery;'Jacksonville 1 VA Clinic';'Dental/oral surgery at VA North Florida health care';'';'VA North Florida health care'
vha_573BY - Advice nurse;'Jacksonville 1 VA Clinic';'Advice nurse at VA North Florida health care';'';'VA North Florida health care'
vha_573BY - Pharmacy;'Jacksonville 1 VA Clinic';'Pharmacy at VA North Florida health care';'';'VA North Florida health care'
vha_573BY - Psychiatry;'Jacksonville 1 VA Clinic';'Psychiatry at VA North Florida health care';'';'VA North Florida health care'
vha_573BY - Surgery;'Jacksonville 1 VA Clinic';'Surgery at VA North Florida health care';'';'VA North Florida health care'
vha_573GK - Diabetic care;'Marianna VA Clinic';'Diabetic care at VA North Florida health care';'';'VA North Florida health care'
vha_573GK - Cardiology;'Marianna VA Clinic';'Cardiology at VA North Florida health care';'';'VA North Florida health care'
vha_573GK - Advice nurse;'Marianna VA Clinic';'Advice nurse at VA North Florida health care';'';'VA North Florida health care'
vha_573GK - Pharmacy;'Marianna VA Clinic';'Pharmacy at VA North Florida health care';'';'VA North Florida health care'
vha_573GK - Laboratory and pathology;'Marianna VA Clinic';'Laboratory and pathology at VA North Florida health care';'';'VA North Florida health care'
vha_573GK - Primary care;'Marianna VA Clinic';'Primary care at VA North Florida health care';'';'VA North Florida health care'
vha_573GK - Psychiatry;'Marianna VA Clinic';'Psychiatry at VA North Florida health care';'';'VA North Florida health care'
vha_573GK - Psychology;'Marianna VA Clinic';'Psychology at VA North Florida health care';'';'VA North Florida health care'
vha_573GK - Smoking and tobacco cessation;'Marianna VA Clinic';'Smoking and tobacco cessation at VA North Florida health care';'';'VA North Florida health care'
vha_573GK - Social work;'Marianna VA Clinic';'Social work at VA North Florida health care';'';'VA North Florida health care'
vha_573GK - Telehealth;'Marianna VA Clinic';'Telehealth at VA North Florida health care';'';'VA North Florida health care'
vha_573GK - Whole health;'Marianna VA Clinic';'Whole health at VA North Florida health care';'';'VA North Florida health care'
vha_573GK - Wound care and ostomy;'Marianna VA Clinic';'Wound care and ostomy at VA North Florida health care';'';'VA North Florida health care'
vha_573GO - Laboratory and pathology;'Middleburg VA Clinic';'Laboratory and pathology at VA North Florida health care';'';'VA North Florida health care'
vha_573GO - Primary care;'Middleburg VA Clinic';'Primary care at VA North Florida health care';'';'VA North Florida health care'
vha_573GO - Mental health care;'Middleburg VA Clinic';'Mental health care at VA North Florida health care';'';'VA North Florida health care'
vha_573GO - Nutrition, food, and dietary care;'Middleburg VA Clinic';'Nutrition, food, and dietary care at VA North Florida health care';'';'VA North Florida health care'
vha_573GO - Psychology;'Middleburg VA Clinic';'Psychology at VA North Florida health care';'';'VA North Florida health care'
vha_573GO - Pharmacy;'Middleburg VA Clinic';'Pharmacy at VA North Florida health care';'';'VA North Florida health care'
vha_573GO - Social work;'Middleburg VA Clinic';'Social work at VA North Florida health care';'';'VA North Florida health care'
vha_573GO - Addiction and substance abuse care;'Middleburg VA Clinic';'Addiction and substance abuse care at VA North Florida health care';'';'VA North Florida health care'
vha_573GO - Telehealth;'Middleburg VA Clinic';'Telehealth at VA North Florida health care';'';'VA North Florida health care'
vha_573GO - Women Veteran care;'Middleburg VA Clinic';'Women Veteran care at VA North Florida health care';'';'VA North Florida health care'
vha_573GD - Primary care;'Ocala VA Clinic';'Primary care at VA North Florida health care';'';'VA North Florida health care'
vha_573GD - Advice nurse;'Ocala VA Clinic';'Advice nurse at VA North Florida health care';'';'VA North Florida health care'
vha_573GD - Pharmacy;'Ocala VA Clinic';'Pharmacy at VA North Florida health care';'';'VA North Florida health care'
vha_573GD - Psychiatry;'Ocala VA Clinic';'Psychiatry at VA North Florida health care';'';'VA North Florida health care'
vha_573GD - Telehealth;'Ocala VA Clinic';'Telehealth at VA North Florida health care';'';'VA North Florida health care'
vha_573GD - Whole health;'Ocala VA Clinic';'Whole health at VA North Florida health care';'';'VA North Florida health care'
vha_573QH - Audiology and speech;'Ocala West VA Clinic';'Audiology and speech at VA North Florida health care';'';'VA North Florida health care'
vha_573QH - Blind and low vision rehabilitation;'Ocala West VA Clinic';'Blind and low vision rehabilitation at VA North Florida health care';'';'VA North Florida health care'
vha_573QH - Optometry;'Ocala West VA Clinic';'Optometry at VA North Florida health care';'';'VA North Florida health care'
vha_573GL - Diabetic care;'Palatka VA Clinic';'Diabetic care at VA North Florida health care';'';'VA North Florida health care'
vha_573GL - Primary care;'Palatka VA Clinic';'Primary care at VA North Florida health care';'';'VA North Florida health care'
vha_573GL - Cardiology;'Palatka VA Clinic';'Cardiology at VA North Florida health care';'';'VA North Florida health care'
vha_573GL - Advice nurse;'Palatka VA Clinic';'Advice nurse at VA North Florida health care';'';'VA North Florida health care'
vha_573GL - Nutrition, food, and dietary care;'Palatka VA Clinic';'Nutrition, food, and dietary care at VA North Florida health care';'';'VA North Florida health care'
vha_573GL - Pharmacy;'Palatka VA Clinic';'Pharmacy at VA North Florida health care';'';'VA North Florida health care'
vha_573GL - Laboratory and pathology;'Palatka VA Clinic';'Laboratory and pathology at VA North Florida health care';'';'VA North Florida health care'
vha_573GL - Psychiatry;'Palatka VA Clinic';'Psychiatry at VA North Florida health care';'';'VA North Florida health care'
vha_573GL - Psychology;'Palatka VA Clinic';'Psychology at VA North Florida health care';'';'VA North Florida health care'
vha_573GL - Smoking and tobacco cessation;'Palatka VA Clinic';'Smoking and tobacco cessation at VA North Florida health care';'';'VA North Florida health care'
vha_573GL - Social work;'Palatka VA Clinic';'Social work at VA North Florida health care';'';'VA North Florida health care'
vha_573GL - Whole health;'Palatka VA Clinic';'Whole health at VA North Florida health care';'';'VA North Florida health care'
vha_573GL - Wound care and ostomy;'Palatka VA Clinic';'Wound care and ostomy at VA North Florida health care';'';'VA North Florida health care'
vha_573GN - Laboratory and pathology;'Perry VA Clinic';'Laboratory and pathology at VA North Florida health care';'';'VA North Florida health care'
vha_573GN - Mental health care;'Perry VA Clinic';'Mental health care at VA North Florida health care';'';'VA North Florida health care'
vha_573GN - Pharmacy;'Perry VA Clinic';'Pharmacy at VA North Florida health care';'';'VA North Florida health care'
vha_573GN - Primary care;'Perry VA Clinic';'Primary care at VA North Florida health care';'';'VA North Florida health care'
vha_573GN - Social work;'Perry VA Clinic';'Social work at VA North Florida health care';'';'VA North Florida health care'
vha_573GN - Telehealth;'Perry VA Clinic';'Telehealth at VA North Florida health care';'';'VA North Florida health care'
vha_573GE - Primary care;'Saint Augustine VA Clinic';'Primary care at VA North Florida health care';'';'VA North Florida health care'
vha_573GE - Advice nurse;'Saint Augustine VA Clinic';'Advice nurse at VA North Florida health care';'';'VA North Florida health care'
vha_573GE - Pharmacy;'Saint Augustine VA Clinic';'Pharmacy at VA North Florida health care';'';'VA North Florida health care'
vha_573GE - Podiatry;'Saint Augustine VA Clinic';'Podiatry at VA North Florida health care';'';'VA North Florida health care'
vha_573GE - Psychiatry;'Saint Augustine VA Clinic';'Psychiatry at VA North Florida health care';'';'VA North Florida health care'
vha_573GE - Social work;'Saint Augustine VA Clinic';'Social work at VA North Florida health care';'';'VA North Florida health care'
vha_573GE - Telehealth;'Saint Augustine VA Clinic';'Telehealth at VA North Florida health care';'';'VA North Florida health care'
vha_573GE - Whole health;'Saint Augustine VA Clinic';'Whole health at VA North Florida health care';'';'VA North Florida health care'
vha_573GE - Women Veteran care;'Saint Augustine VA Clinic';'Women Veteran care at VA North Florida health care';'';'VA North Florida health care'
vha_573GE - Wound care and ostomy;'Saint Augustine VA Clinic';'Wound care and ostomy at VA North Florida health care';'';'VA North Florida health care'
vha_573GF - Dental/oral surgery;'Sergeant Ernest I. "Boots" Thomas VA Clinic';'Dental/oral surgery at VA North Florida health care';'';'VA North Florida health care'
vha_573GF - Primary care;'Sergeant Ernest I. "Boots" Thomas VA Clinic';'Primary care at VA North Florida health care';'';'VA North Florida health care'
vha_573GF - Advice nurse;'Sergeant Ernest I. "Boots" Thomas VA Clinic';'Advice nurse at VA North Florida health care';'';'VA North Florida health care'
vha_573GF - Pharmacy;'Sergeant Ernest I. "Boots" Thomas VA Clinic';'Pharmacy at VA North Florida health care';'';'VA North Florida health care'
vha_573GF - Psychiatry;'Sergeant Ernest I. "Boots" Thomas VA Clinic';'Psychiatry at VA North Florida health care';'';'VA North Florida health care'
vha_573GF - Surgery;'Sergeant Ernest I. "Boots" Thomas VA Clinic';'Surgery at VA North Florida health care';'';'VA North Florida health care'
vha_573GJ - Telehealth;'St. Marys VA Clinic';'Telehealth at VA North Florida health care';'';'VA North Florida health care'
vha_573GJ - Mental health care;'St. Marys VA Clinic';'Mental health care at VA North Florida health care';'';'VA North Florida health care'
