Id;Health Service;Full Upload;Health System;Owner
Pharmacy - VA Syracuse health care;'Pharmacy';'<h3>Care we provide at VA Syracuse health care</h3><p>Our pharmacy provides you and other Veterans with convenient, efficient service to make it easy to get your medications and medical supplies. You can:</p> <ul><li>Pick up new prescriptions in person</li><li>Refill prescriptions online and by phone or mail</li><li>Breast reduction and reconstruction surgery</li><li>Skin grafts to treat burns, injuries, or illnesses, which involves removing skin from one part of your body and grafting it to another</li><li>Nasal reconstruction surgery to change the shape of your nose</li></ul>';'VA Syracuse health care';'VA Syracuse health care'
Physical medicine and rehabilitation - VA Syracuse health care;'Physical medicine and rehabilitation';'<h3>Care we provide at VA Syracuse health care</h3><p>Our physical medicine and rehabilitation doctors and therapists focus on whole-body health. They can help you manage your pain, increase your independence, and improve your quality of life with services like:</p> <ul><li>Personalized therapy for your rehabilitation</li><li>Medication, stretching, and massage for short-term pain relief</li><li>Injections to reduce pain and swelling</li><li>Joint arthroplasty (surgical repair or reconstruction) and replacement</li><li>Minimally invasive surgery and post-surgical rehabilitation </li><li>Foot health maintenance procedures (bunion removal, resurfacing, and nail trimming)</li></ul>';'VA Syracuse health care';'VA Syracuse health care'
Physical therapy, occupational therapy and kinesiotherapy - VA Syracuse health care;'Physical therapy, occupational therapy and kinesiotherapy';'<h3>Care we provide at VA Syracuse health care</h3><p>If you’re living with or recovering from an injury, illness, or chronic condition that limits your mobility and independence, we can help. Our physical, occupational, and movement therapists combine therapeutic exercise, counseling, education, and training to help you improve your health and quality of life. Our services include:</p> <ul><li>Pain relief and joint mobilization</li><li>Movement and exercise therapies to improve your strength, endurance, balance, and coordination</li><li>Psychological and psychosocial services</li><li>Ongoing case management services</li></ul>';'VA Syracuse health care';'VA Syracuse health care'
Podiatry - VA Syracuse health care;'Podiatry';'<h3>Care we provide at VA Syracuse health care</h3><p>After years of walking, running, marching, jumping, rappelling, and parachuting, many Veterans experience trouble with their feet and ankles. We can help treat those problems so you can continue to enjoy an active lifestyle. Our podiatry services include:</p> <ul><li>Arthritis care for inflamed, swollen, or damaged joints</li><li>Foot and ankle fracture treatment, repair of cartilage, torn tendons and ligaments</li><li>Posttraumatic stress disorder (PTSD) and combat-related stress disorder </li><li>Emotional issues like anger management and relationship challenges, confused thinking, memory problems, and invasive thoughts or ideas </li><li>Aggressive or self-harming behaviors</li></ul>';'VA Syracuse health care';'VA Syracuse health care'
Polytrauma and traumatic brain injury - VA Syracuse health care;'Polytrauma and traumatic brain injury';'<h3>Care we provide at VA Syracuse health care</h3><p>Our specialized rehabilitation program network serves severely injured Veterans and service members who have multiple combat- or civilian-related traumatic injuries. We offer:</p> <ul><li>Physical, visual, and cognitive rehabilitation</li><li>State-of-the-art prosthetics</li><li>Posttraumatic stress disorder (PTSD) and combat-related stress disorder</li><li>Emotional issues like anger management and relationship challenges </li><li>Confused thinking, memory problems, and invasive thoughts or ideas</li><li>Aggressive or self-harming behaviors</li></ul>';'VA Syracuse health care';'VA Syracuse health care'
Primary care - VA Syracuse health care;'Primary care';'<h3>Care we provide at VA Syracuse health care</h3><p>A strong network of family and internal medicine specialists and services can offer you the best possible care. Internal medicine doctors (internists) prevent, diagnose, and treat adult diseases. Doctors who specialize in family medicine provide primary health care to the entire family. Your primary care team can coordinate the many services you receive such as: </p> <ul><li>Labs and blood work</li><li>Mental health care</li><li>Treatment for addictive disorders</li><li>Transition and care management for post-9/11 combat Veterans of Operation Enduring Freedom (OEF), Operation Iraqi Freedom (OIF), and Operation New Dawn (OND) </li><li>Learn more about PTSD https://www.ptsd.va.gov/</li></ul>';'VA Syracuse health care';'VA Syracuse health care'
PTSD treatment - VA Syracuse health care;'PTSD treatment';'<h3>Care we provide at VA Syracuse health care</h3><p>Posttraumatic stress disorder (PTSD) is a mental health problem that some people develop after experiencing or witnessing a life-threatening event, like combat, a natural disaster, a car accident, or sexual assault. It’s normal to have upsetting memories, feel on edge, or have trouble sleeping after this type of event. If symptoms last more than a few months, it may be PTSD. We can help you with effective treatments and support services, like:</p> <ul><li>Psychiatric and psychological counseling</li><li>Services for homeless Veterans</li><li>Mammography (mammograms)</li><li>Computer tomography (CT)</li><li>Positron emission tomography (PET)</li><li>Magnetic resonance imaging (MRI)</li></ul>';'VA Syracuse health care';'VA Syracuse health care'
Radiology - VA Syracuse health care;'Radiology';'<h3>Care we provide at VA Syracuse health care</h3><p>We offer radiology and imaging services to diagnose and treat many medical conditions. Our services include: </p> <ul><li>X-ray</li><li>Ultrasound</li><li>Aids for Veterans who are blind, have low vision, or are hearing impaired</li><li>Adaptive equipment and modifications to make your vehicle or home more accessible</li><li>Other devices and services to help increase your mobility, dignity, and independence</li><li>Clothing allowance for Veterans with devices that damage their clothing </li></ul>';'VA Syracuse health care';'VA Syracuse health care'
Registry exams - VA Syracuse health care;'Registry exams';'<h3>Care we provide at VA Syracuse health care</h3><p>This free, voluntary, and comprehensive health exam involves an exposure and medical history, laboratory tests, and a physical exam. We will discuss your results in a face-to-face meeting and follow up with a letter. The registry evaluation, which does not verify exposure, is separate from VA’s disability compensation process. You may be eligible to participate in one or more of these health registries if you served during these time periods:</p> <ul><li>Ionizing radiation (1940s to 1960s)</li><li>Agent Orange (1960s and 1970s)</li><li>Lupus, gout, and scleroderma</li></ul>';'VA Syracuse health care';'VA Syracuse health care'
Rehabilitation and prosthetics - VA Syracuse health care;'Rehabilitation and prosthetics';'<h3>Care we provide at VA Syracuse health care</h3><p>VA is the world’s largest and most comprehensive provider of sensory aides and prosthetic devices. Veterans enrolled in the VA health care system and referred by a physical medicine and rehabilitation physician can receive a full range of services and equipment like: </p> <ul><li>Artificial limbs and surgical implants, including artificial joints and pacemakers</li><li>Wheelchairs and other medical devices</li><li>Study your brain waves during sleep</li><li>Evaluate possible causes for your excessive sleepiness</li><li>Conduct sleep tests performed at home or in the lab</li><li>Work with your doctors if you need surgery or dental appliances to help you get a good night’s sleep</li></ul>';'VA Syracuse health care';'VA Syracuse health care'
